	mean_rank_filtered	auroc	auprc
hyperbolo_adipose_logal_agg_dimensions_dim12rep3_fold_2	5595.603053435115	0.6579097848716169	0.06930465742695914
hyperbolo_adipose_logal_agg_dimensions_dim12rep3_fold_3	5485.557251908397	0.6643276001214267	0.06427308427942363
hyperbolo_adipose_logal_agg_dimensions_dim16rep0_fold_0	5176.356060606061	0.6851735537190082	0.07485554074647817
hyperbolo_adipose_logal_agg_dimensions_dim16rep0_fold_1	5179.81679389313	0.6882257691417997	0.06845058626214434
hyperbolo_adipose_logal_agg_dimensions_dim16rep0_fold_2	5528.32824427481	0.6604173027989821	0.07392438549449472
hyperbolo_adipose_logal_agg_dimensions_dim16rep0_fold_3	4868.984732824428	0.7042299405453832	0.0795996256792757
hyperbolo_adipose_logal_agg_dimensions_dim16rep1_fold_0	5361.893939393939	0.6741652892561983	0.06254615273508106
hyperbolo_adipose_logal_agg_dimensions_dim16rep1_fold_1	4946.87786259542	0.6980467268100855	0.06722268990204637
hyperbolo_adipose_logal_agg_dimensions_dim16rep1_fold_2	6049.244274809161	0.6276382142030997	0.06254686943611718
hyperbolo_adipose_logal_agg_dimensions_dim16rep1_fold_3	5146.1297709923665	0.6858678671118976	0.07433471436724019
hyperbolo_adipose_logal_agg_dimensions_dim16rep2_fold_0	5411.492424242424	0.6751827364554637	0.08755947296019563
hyperbolo_adipose_logal_agg_dimensions_dim16rep2_fold_1	4725.687022900764	0.711413370344668	0.07186599427821058
hyperbolo_adipose_logal_agg_dimensions_dim16rep2_fold_2	5634.015267175572	0.654325237103863	0.06682958081695278
hyperbolo_adipose_logal_agg_dimensions_dim16rep2_fold_3	5545.198473282443	0.6619175779832818	0.0541996199302098
hyperbolo_adipose_logal_agg_dimensions_dim16rep3_fold_0	5772.75	0.6481910009182738	0.06343604496958952
hyperbolo_adipose_logal_agg_dimensions_dim16rep3_fold_1	4760.954198473282	0.7131695581771917	0.08798175975218576
hyperbolo_adipose_logal_agg_dimensions_dim16rep3_fold_2	5473.2900763358775	0.6650030071709461	0.06234502187477467
hyperbolo_adipose_logal_agg_dimensions_dim16rep3_fold_3	5258.786259541985	0.6736918873694109	0.059191071161817044
hyperbolo_adipose_logal_agg_dimensions_dim20rep0_fold_0	5282.227272727273	0.6778457300275482	0.06758960596550179
hyperbolo_adipose_logal_agg_dimensions_dim20rep0_fold_1	5295.702290076336	0.6753624797594263	0.06806658725638287
hyperbolo_adipose_logal_agg_dimensions_dim20rep0_fold_2	5647.786259541985	0.6532260004626417	0.06813569408978673
hyperbolo_adipose_logal_agg_dimensions_dim20rep0_fold_3	5477.335877862595	0.6686663803762745	0.09884096919280595
hyperbolo_adipose_logal_agg_dimensions_dim20rep1_fold_0	5645.25	0.6529090909090909	0.0641110643058953
hyperbolo_adipose_logal_agg_dimensions_dim20rep1_fold_1	5205.687022900764	0.6828350682396483	0.0763593507914087
hyperbolo_adipose_logal_agg_dimensions_dim20rep1_fold_2	5219.503816793893	0.6822021744159149	0.06696934137247816
hyperbolo_adipose_logal_agg_dimensions_dim20rep1_fold_3	4999.259541984733	0.6942474141313926	0.09099119463886993
hyperbolo_adipose_logal_agg_dimensions_dim20rep2_fold_0	5233.454545454545	0.6833223140495868	0.06959448774703918
hyperbolo_adipose_logal_agg_dimensions_dim20rep2_fold_1	5072.015267175572	0.6871894517696044	0.06598967531015984
hyperbolo_adipose_logal_agg_dimensions_dim20rep2_fold_2	5324.687022900764	0.6749016886421467	0.06761796832040162
hyperbolo_adipose_logal_agg_dimensions_dim20rep2_fold_3	5282.564885496183	0.6776937828092492	0.07716011782407711
hyperbolo_adipose_logal_agg_dimensions_dim20rep3_fold_0	5102.393939393939	0.6908595041322314	0.07689821974131376
hyperbolo_adipose_logal_agg_dimensions_dim20rep3_fold_1	5222.259541984733	0.686112421929216	0.07828918162446383
hyperbolo_adipose_logal_agg_dimensions_dim20rep3_fold_2	5423.320610687023	0.6654693499884339	0.0708993952662597
hyperbolo_adipose_logal_agg_dimensions_dim20rep3_fold_3	4817.045801526718	0.7028490830069377	0.07204475333319703
