GeneA GeneB
6231 5436
10849 83990
492311 9668
54540 57862
85438 493901
6169 283948
26496 55761
375791 5469
158135 84911
84916 4692
8896 6585
120787 1396
51734 90639
348262 100170841
554235 26273
375791 84894
7064 220441
492311 7572
27112 93081
2624 84886
7080 5526
386675 7706
7008 164091
408263 79102
55521 84874
1649 8648
20 1960
6839 118987
22827 80345
348262 554235
84687 51804
54876 1983
26173 117289
29882 29801
11040 125988
257397 80148
80142 3066
387763 643338
79654 6874
5244 348807
8339 55374
6203 93436
7712 54908
54521 7089
286046 7704
10424 57215
56849 50835
55379 747
51127 64856
2558 81797
146050 338323
164832 2894
9668 27101
9618 258010
285966 9978
8386 286053
644943 57827
8470 84446
780 5662
959 79009
56996 7483
5308 386746
6449 4355
146 7170
29802 79009
26140 51477
338376 55374
9666 7584
168400 54557
29801 6491
91392 339366
25798 64748
79324 122970
260434 6947
283489 24149
253461 25864
8386 22893
51666 79009
10683 3214
7976 85406
51647 340529
140459 81793
115207 1131
8266 89801
7399 55732
23150 10890
5349 89846
57495 79581
100130827 904
2824 90007
92002 79324
63941 8575
827 399473
65078 81577
375611 142678
55808 10579
344838 10217
55915 7140
375791 57574
115207 4297
25980 29950
63035 390059
79784 55246
256933 147179
389114 54558
7745 5476
7730 7301
29114 147011
30827 51009
168451 10146
64167 3891
51428 56934
375704 26097
64689 8387
4923 27252
22984 64856
7589 134266
5013 124637
26608 399473
154790 84687
3572 7693
54474 391211
100507050 6853
54784 11259
8330 10076
8386 9457
22907 1311
23511 84467
65078 322
10084 402682
125931 3965
10252 6203
23764 4928
3162 257407
138716 56983
79589 79176
55421 283849
728224 4091
80758 400673
6872 5476
79782 387700
7182 9118
23201 7483
80184 4926
10385 1901
11282 9351
4005 7349
155382 23467
57467 7546
55422 5902
222553 30846
196500 153364
7976 8516
84445 81629
780 79012
122769 23316
387763 6499
79413 7158
7769 55650
6640 7538
51160 64856
388564 22846
9914 196483
254879 9064
6872 162282
340990 4881
2305 54414
283365 131118
8386 7388
641654 9937
1649 147040
8852 348807
22907 284273
25894 11188
387763 11282
8372 8273
9638 9092
382 143684
54676 1504
6635 653519
254879 23318
146212 9351
8148 283948
284069 163782
388564 2011
55856 4619
128853 10052
155051 11337
83857 90381
79017 117608
827 643803
392390 79803
579 23558
10169 91748
26205 56160
51271 54512
64651 10217
79958 83886
30846 10642
51426 400950
116441 9684
7556 7483
55521 22879
55422 4841
79027 64754
147906 27115
6671 93377
400935 3587
25953 23139
399473 2101
7030 57215
283298 10076
10251 83657
2719 161497
3017 692312
55911 3566
441911 115992
1339 3067
28316 115207
83463 1456
27112 7275
94120 9092
56916 9454
353142 2549
7425 9094
147381 9618
25794 285671
2902 5738
84033 9762
11132 22994
7320 4313
60673 523
441669 29946
374879 4653
8383 9481
222865 25789
26496 402415
7976 51412
54619 84446
50717 8148
121506 26290
643226 84687
10927 283807
139285 200312
8505 84891
23275 9154
11034 11338
29934 80758
54328 115509
348262 390259
9762 11080
55272 1339
83988 1302
400950 255189
375775 79600
220963 83541
4799 219738
200312 399473
344752 79922
51566 8314
440044 154790
378925 57688
51412 10107
3276 161725
10670 6181
23312 26692
5727 30846
91975 53344
5439 26115
119679 3175
65989 83638
137209 7444
23122 10168
341152 576
26233 23283
11180 115509
2323 4868
63940 23174
4869 25818
170685 53335
10399 400120
6861 7423
64601 23334
6559 2184
9367 399473
2590 26682
80742 50835
54850 26135
286046 144577
1396 8515
164633 91
56929 64129
9907 7517
114823 30827
205564 3953
9581 10489
29942 58190
7368 84790
26137 164633
122402 81626
2771 5500
5218 116535
23157 81876
25953 1263
1452 26039
26017 221079
128853 64847
725 65220
284266 145853
93380 53822
146177 79635
400950 1463
64743 27090
57106 57030
6856 85291
79132 254359
146198 9735
400935 146664
886 121006
3977 4636
2641 3749
9022 84446
7976 7138
91151 7170
3109 126306
345651 2358
27112 9581
5154 100526842
7564 634
154790 23020
7007 1396
7745 4209
10124 28512
55195 6491
117531 7016
163175 9672
80731 80255
3204 54870
154790 54468
205327 701
8266 3897
402415 84302
57529 80071
83894 400757
60436 7978
55721 84059
53917 91151
390054 54954
121340 8085
668 6207
2014 55585
23363 4943
284110 54442
9515 51440
2316 1050
5089 1453
8386 79677
84924 91748
9034 338707
25794 6018
579 8445
387763 164633
10168 2950
126364 246176
285659 26091
84765 64145
375611 121275
4430 164633
10014 26189
6861 8913
80168 8688
5802 2530
342900 9733
7978 64137
337876 8175
29801 5612
136227 1014
10669 51027
342346 8404
10633 121340
9260 4637
390259 448834
1417 1366
57699 729956
55335 525
11282 55323
2865 27132
166793 353132
64283 79165
56850 399473
51523 8788
30846 1856
10842 345462
4810 84687
166815 7572
399949 90231
400950 9580
619373 55367
4690 23135
30811 818
2044 7477
375704 904
2664 50810
157869 53917
55422 27248
25 4636
79665 54765
51571 6137
1106 729533
55100 285349
56993 1995
155185 79658
147 219875
9310 904
90187 58473
8621 91748
51343 139285
91975 10096
389432 143384
399949 161502
4692 57095
79924 246329
6248 8519
7135 1036
144577 389941
9938 79924
222950 3490
30846 122060
4077 4779
23269 54465
7699 3741
2245 30832
643803 7423
6750 57410
5935 6640
3188 150084
9735 8519
7007 554235
146198 2735
51343 988
80731 10472
6861 124925
54814 2101
23 7107
7016 196403
8241 5792
186 5662
29904 4326
57418 6632
390259 92558
138802 2196
25928 7572
6461 56674
11152 26005
56649 55362
643803 23014
7056 79777
3882 7027
390093 9481
117144 26097
56654 7869
6323 57216
55272 2804
4692 1033
147906 58190
57688 51127
9658 6862
28992 57821
26245 79665
6911 26585
154790 116092
7556 55188
7745 81629
348262 10489
1983 9092
196403 116985
7574 23014
11236 8986
26166 160140
5886 10001
390259 9028
386672 10809
100170841 51027
8471 10075
10858 51027
57187 8339
8972 388886
81127 55771
7920 7574
348262 51127
79624 118460
285349 9372
91368 3918
1964 8175
201181 22984
57526 375704
51406 7733
54914 4692
8668 7114
7089 10204
2002 1272
51127 9129
554235 10858
54876 84888
51247 4298
4974 1856
10168 29922
27294 80237
375567 10199
148254 92342
402682 91748
440956 147011
8668 1173
1652 122809
3914 374955
56126 56133
26993 4692
60673 6874
23264 257160
94121 115196
81545 7423
390883 4317
23363 9139
3206 1954
55761 127687
9666 30827
6233 581
7545 338761
9040 55662
64122 57184
14 23014
5506 165140
53917 10076
54797 389941
2692 91179
23137 163175
8445 116535
29114 7572
401667 10085
51230 84916
3188 7556
160 80148
5050 84915
50831 93099
492311 146850
9755 84871
7745 83983
7030 8339
5080 9143
80023 55621
6940 2175
9668 283870
55422 80896
54704 81559
79009 55650
6879 1154
23467 54936
11236 134187
11033 220988
2194 5891
135935 257169
339122 220988
2334 388585
146212 7170
1756 3226
7791 27258
386724 29072
128434 121340
116987 10376
60436 29934
1962 189
25817 4761
10633 8463
126129 25789
8624 51335
84924 91624
390059 9852
64283 202333
55323 113130
387263 3785
81469 124936
390079 5408
56925 2208
55536 121006
8320 7040
10226 29985
7177 55576
7976 11282
9147 89890
60436 9351
6659 8613
1311 9698
6100 283431
8386 57526
203523 439
254065 197131
51406 3679
29122 196463
3697 353133
6123 50810
25789 9672
115426 200312
145258 4296
7349 8541
9419 389941
7547 8788
55593 71
254065 3028
79825 144347
10467 22913
26233 25980
8339 3516
259215 113251
50488 23140
127385 54885
7135 5050
64579 5396
4005 339669
3188 55502
90249 118442
5935 6812
59343 399473
10857 66000
119692 4926
55272 54329
768239 134492
23054 7158
6878 11151
8242 54541
126123 8178
120586 340419
131 644815
784 57106
554235 126006
393 493901
84985 63946
9656 64850
22882 25798
7538 56672
729627 5106
22839 390093
440 23066
126129 4926
126006 27253
57677 4123
8479 375033
80709 165530
115704 54876
54876 2274
29882 51027
4943 4868
4430 6872
126003 92105
11040 8216
81628 23054
4335 219738
11338 6231
3934 374383
114786 10215
5218 643803
3304 55252
342371 22984
56130 79816
81127 373156
8436 23623
5757 6668
286046 780
5655 51322
55164 161502
115708 51440
155061 23558
4045 5064
6921 91151
127428 23154
160 11151
8341 6861
2623 51614
57335 6853
85438 10514
56097 90007
2902 157869
56126 23037
57495 10499
9684 56672
23581 3150
26517 127428
57677 91748
10497 342035
84131 124989
379 90874
83443 1406
60437 374868
1756 402682
8425 128272
20 55777
6476 973
8079 2872
10169 7589
9371 23318
375323 10262
27090 576
390980 7552
64943 11100
23467 1995
79725 5156
442213 80700
2641 4692
84335 4692
23264 8463
7596 57821
2592 341799
6861 92558
125962 85414
3697 333
4232 200312
83481 57597
9805 54991
6305 282974
63892 54961
9351 4209
155382 11338
338761 6699
112611 4504
55802 8386
64743 57030
79581 4846
8341 79665
54431 64748
1198 90326
56996 8648
27112 9670
23022 50859
2619 381
388551 9170
71 9321
285659 83478
156 5598
116987 6155
10634 84254
8341 100526664
222183 80820
6231 29095
89801 26525
51477 10076
79027 6310
92304 283948
6879 23264
7976 1396
136227 79722
6878 23020
64577 339761
25766 57410
8120 389432
287015 57644
26496 54478
8341 56944
23089 114991
22907 84446
100144748 91624
3228 57007
85301 5540
9351 55127
131870 2150
84873 391211
284656 84437
84270 147381
375341 6050
81873 5093
63035 7574
84969 147381
9938 9351
26517 1272
196500 644943
5956 83638
167826 362
84446 84067
23288 57491
654231 27303
342184 9447
7556 343263
399473 149076
7327 149111
57693 56998
285659 8387
3400 55585
6943 344838
149420 22907
23269 79027
54905 84939
220963 340277
81697 26022
6621 219287
57482 339977
348262 2664
6878 54961
402682 163175
79864 89886
55195 9748
28969 115708
54883 7761
79921 9748
253012 55128
8266 7471
7693 6875
23399 84206
147040 390072
7016 64856
23066 57130
7732 2719
8330 55777
1339 8515
154790 10505
89801 79677
5894 1073
57477 2735
80063 56652
11282 5612
344167 10398
5935 80184
5956 1960
11282 23201
342979 5311
6839 29801
3198 147381
11190 10813
10867 84215
2323 57827
80254 284451
253782 26153
3400 10477
79848 10142
3265 10201
6882 84826
2719 89792
284297 64506
55207 220202
22882 283948
11190 10168
28316 64848
375612 9698
402682 1725
727957 9907
25794 51230
388969 1153
51696 55831
80055 55337
4809 84231
338376 114826
23368 161
6836 222
345462 6491
9867 256949
10422 55256
51101 84752
344838 146850
100529241 10175
79148 64856
53916 6146
25789 11041
5456 121340
23424 11021
79570 7080
55323 338761
60436 7791
26084 55311
6045 9903
94137 50651
115207 5015
23071 30827
50831 643803
57593 128272
162972 27327
84557 162979
222950 6886
1756 9755
10858 5583
1020 388564
23300 11176
4756 387680
5956 145258
5411 7483
8341 55761
55559 126375
124989 56890
2014 83446
81628 8648
26496 51617
30846 7158
92558 116535
164395 9351
345275 51093
8484 25980
23054 84687
1014 23139
54465 701
26137 80194
2788 6231
7704 57216
80758 482
8242 79033
3202 10168
162979 84808
1396 2140
8339 28951
7222 1062
203 256309
353323 4014
152185 29106
6640 55624
430 8613
1649 1339
1519 54798
3188 11317
94121 186
91392 6468
2686 57216
400793 282890
128637 80731
155184 10993
23269 23014
26108 256764
26233 7066
246329 121340
222183 51617
4303 131616
10861 4775
9684 6640
128366 8651
84246 9092
4005 3276
9762 64601
25794 3198
55824 84874
9170 5428
10499 1396
2137 55323
6906 26123
389432 3172
23358 7545
389668 23302
27112 4007
10467 439
57677 81545
2638 10168
340529 23389
11180 22899
399473 84945
6231 6602
55922 85438
10432 54765
10251 91369
375791 23020
7738 55188
25798 79722
7978 390072
26576 2101
26505 25818
375323 4091
222553 10014
3276 207
125931 55671
147040 81575
57688 56944
89801 2730
6323 9024
5898 5062
51441 23648
5727 23401
8818 51157
158401 7571
388564 57118
5935 84720
26133 81618
344752 57088
6478 389941
8386 23582
375323 6829
1002 81831
55363 378925
6102 50835
79748 83982
201181 4077
729359 84871
391112 7178
8346 5871
2902 2686
201140 30846
84851 57020
4692 79676
386617 6774
100996634 100652824
7224 8330
51027 10076
6262 148789
2783 50810
91461 81629
23218 84078
10169 10858
349149 9581
170685 5634
23099 9668
3897 11180
58500 1363
51441 8463
157506 84312
79665 4974
7030 11040
8241 1030
147040 10858
388849 83658
100170841 79012
7732 5361
57526 283849
4841 11180
23384 23759
23066 4692
3093 71
10443 23641
9416 30819
26529 5201
55422 9481
119687 81470
6155 79180
84623 9806
9626 634
10634 81855
56132 51350
402682 2965
7158 64793
10169 4974
166752 157680
113540 123720
6543 9454
60673 84446
23140 146325
10251 8347
57526 66005
51310 23139
3276 64398
9684 51617
369 132160
1832 402
4007 2637
411 400950
4837 9887
165631 3053
2077 51538
1649 147381
131601 9411
91304 7321
11152 128434
9914 55647
186 63982
10858 23154
1960 116535
344901 7574
113091 7703
8785 84446
287 84874
201176 623
80817 196951
9351 116535
51125 134083
51477 258010
4796 85442
7772 55320
729220 144423
23225 144347
201299 161394
554235 6018
78989 146894
83983 9129
22853 26173
5199 389289
128637 8445
54328 78999
7425 5792
4326 55117
390010 2735
10168 9682
64375 8995
5884 80122
30832 3770
22996 9351
81551 9351
115509 533
10168 84063
222950 448834
155061 51477
1014 51310
81488 56994
51450 51255
1019 3229
149420 375791
139599 5437
79919 161176
390927 571
58506 257177
284273 1856
554235 4297
23338 7572
100289678 2556
84272 10253
8471 128272
23424 57688
79109 389114
84446 79414
55331 26517
169981 56898
84247 9638
343637 9028
9841 85406
80256 4902
166815 81618
85409 6051
340529 3203
147381 57649
79817 8351
20 56996
11063 54627
122060 64856
2137 54961
147381 40
10670 342132
11033 283871
51101 342357
8387 57175
390054 133418
92002 55362
3164 80341
7410 81037
4771 9755
440044 5956
282890 285782
1649 23054
117608 114990
51230 57649
79002 84067
51367 84125
23326 22862
79628 57215
113510 165140
1173 6207
5727 10385
115703 10421
8353 388403
2788 10253
10383 576
134957 22809
90864 10472
79027 9938
6872 58158
23478 10023
10319 112495
23113 22984
8153 79191
8648 7483
9794 1840
399473 5564
57688 26585
390148 23208
10474 1453
5956 23212
128434 81629
4799 8330
51406 148156
203523 2101
119772 3055
80218 2011
55666 57666
29951 4163
60436 26576
5218 9351
80237 58475
54887 165140
339230 8912
55122 221416
360200 80162
6861 338761
283948 10472
5956 10163
28952 10168
399473 22893
7756 7546
9820 23013
8388 3891
579 83638
3228 581
8867 338442
84792 100128927
64225 8690
10251 55079
644 79596
643226 30846
29781 10194
130813 353116
57688 116092
2334 11188
2146 4909
64795 54764
827 7423
10168 7158
30846 84445
399473 84667
7545 22907
51477 147381
25798 29109
4308 26529
369 8693
440044 64848
112611 4902
22839 10168
554235 64137
10644 7574
1907 387032
284369 84000
3760 10014
84304 8347
5997 57648
9878 8045
11070 7572
203 129881
81688 54039
120586 60491
158131 390168
554235 9992
51616 7175
23379 79919
162466 80352
81551 10194
9753 8602
253012 8330
4430 10251
8187 83990
8341 2956
84302 26267
91392 2057
10432 55761
390067 51160
54165 801
1947 7545
79642 7337
8692 118460
139231 81569
94120 22941
1339 127428
58190 9049
55214 7574
115207 1339
4943 9684
644943 57050
6355 28234
59352 9283
25794 7461
84437 23507
643338 23020
221527 1027
3164 375298
245937 94005
57446 9622
100170841 2251
3266 126402
6477 122622
80142 11014
81697 342035
121274 65243
53917 23208
3202 285349
344838 6861
285659 22845
6133 5709
284071 116535
29102 341799
1565 124540
22885 5600
10633 8642
80817 338376
54801 23595
760 344752
246329 3399
26046 84309
550631 402682
10474 10262
83448 9204
10123 192669
9542 7080
79697 83852
197370 7574
730130 5089
22845 8330
127602 5226
286053 127687
4340 26189
84522 399473
10874 51332
6155 51728
8568 333929
160 40
54850 127077
84033 146212
100507341 285659
196500 151516
63974 2290
7586 6667
56097 6123
219453 348793
83448 403314
56955 84226
23732 533
8575 9672
27302 64856
51735 54345
79027 51360
56996 23401
11180 147011
9625 64599
57495 84033
10168 56269
5456 1856
4771 83983
27145 128853
10024 23013
23096 7574
166012 4775
252969 147381
7555 145645
7348 9028
11062 6602
56949 26038
1960 579
85409 4731
2768 7975
1954 58473
115207 2641
55026 10168
55922 26245
6878 54442
149478 257160
23516 9914
219959 8515
64847 10489
220988 9698
148266 23478
26517 284071
7349 23401
10221 10971
10383 55652
387763 57688
155185 7161
203076 54537
57497 116729
2334 58473
8353 10494
25976 7552
26267 115509
23401 84871
100127983 881
6567 7556
386676 57447
8347 10432
390259 219875
9619 124222
79027 51585
57495 5727
148103 4731
164633 219875
136227 11346
164633 64766
128637 51127
8621 84692
579 128637
100128731 1785
7556 79009
100144748 84502
100170841 4810
3228 26019
390067 342132
55272 11151
2670 199731
7200 285368
54885 55588
7545 128434
4956 84446
6659 5738
85508 255928
429 9846
51228 58487
162387 51332
81469 153090
389114 64754
9824 64856
644943 10669
64860 10147
9500 170954
57482 165140
8341 29102
768239 10659
10644 57731
317762 1175
25829 9143
827 219749
147381 55243
2956 91748
2783 147807
151354 6253
4820 3914
51520 54531
170685 54557
10474 8175
117608 4974
128637 146212
8502 399473
84911 11177
3358 89801
27179 151516
8341 197370
53917 5476
126006 23558
9459 54345
55422 23014
5089 4798
79982 400668
9843 118987
57495 91151
23558 84687
79728 2117
20 139065
10147 10019
94107 401647
5716 126402
50717 115207
80727 5534
79979 84081
146547 79009
221687 23759
7732 29801
51132 121275
9263 83594
83716 84467
5731 6468
11180 23014
4647 51440
6531 7109
85438 80055
128853 4692
29942 780
94107 1454
14 121340
7545 164633
54442 57216
161394 143689
780 6886
4846 26585
51230 14
55964 6888
1152 55611
55823 56949
388849 5326
139599 28969
51477 83657
55083 149371
146212 64856
51660 23210
64782 317772
51333 55502
286046 59271
100500938 4543
58496 253725
347527 8725
7589 54806
80071 148581
6932 115509
653240 2950
11346 401145
379 3886
169044 9028
11190 23125
2781 4858
285671 128853
25794 9880
6231 10938
25798 1456
84926 51027
10113 4053
27030 7011
9924 121340
84904 84818
156 2906
9851 23140
83894 7574
2909 8463
2956 8648
287 112714
28981 728858
51105 84266
1454 4909
93436 79369
6136 399473
3490 9219
4752 57724
55958 23759
285600 340542
80313 5917
171017 84894
56654 2957
54413 3363
3228 6207
92002 54850
27294 159963
26267 66035
337876 2779
57497 5598
22859 6133
285636 200312
79442 84254
5831 333929
114826 89886
153364 29801
333 283849
8724 50861
83894 196951
285349 84522
402160 4608
51260 3303
339977 23177
128853 23300
148022 4843
10981 50835
115207 124857
9762 9170
441608 9252
55128 7170
382 55110
92293 57595
8484 2101
9104 29085
9856 57717
6837 4773
23242 85452
84687 5598
340990 64793
9757 84279
14 23644
51523 121340
53917 30846
2889 54798
4303 339983
23554 283948
1665 126119
402415 85438
10980 6449
3276 23759
81551 56944
727857 22893
10858 55810
5478 79725
80108 9810
9668 22893
54994 6888
53834 51477
23358 430
79581 386617
10857 165904
84687 9755
8383 10076
54108 2788
7733 7423
55312 253012
51114 55624
347404 79012
222183 203245
387263 9321
196403 5662
3857 710
1137 54
554235 55323
60673 23096
347741 1832
79730 84226
317762 11047
353497 7468
11138 374454
84033 51160
26137 4761
130271 374879
5290 64121
6619 117159
6132 5898
8386 1749
55282 26585
402415 4868
1655 55585
8341 10307
5914 79191
148014 8703
56829 9573
4692 4343
3490 1856
550631 4926
2719 84302
79027 51127
79027 27067
11320 84807
222183 23113
197135 125931
390437 9762
9751 8772
155061 9935
11188 23139
84861 51127
26496 26123
10089 533
3066 7572
54809 27190
64225 57216
93624 5476
26137 10076
115509 6636
55922 11041
6102 65249
9530 2648
389827 144423
8558 51552
54328 10505
6508 124402
10861 389084
9314 388394
2941 388566
283849 57062
391112 153090
2615 118472
57706 56126
8189 79665
339122 9832
283849 51585
56949 3215
1565 887
5476 23401
203197 8621
340543 47
221395 54832
5133 9411
2002 79176
10168 197131
26233 345462
84687 56675
4515 333
6133 126308
4867 440738
5437 6201
8645 164684
64078 127
8938 58512
11100 4798
55110 9049
57495 5957
255043 8399
116224 406
5562 30000
65998 8685
7730 254048
83463 127281
71 23769
100507421 3229
579 51127
10858 6833
84915 7704
219285 55066
1735 6853
3550 54345
10243 6667
402415 7572
51043 51571
30832 10861
90353 387694
94239 5438
57415 57758
56850 163732
29850 57795
6217 9049
30010 84687
79191 80019
58190 6169
904 353133
60673 26233
23424 5476
100170841 246329
121340 3399
163175 84445
57526 6853
155061 128434
147646 10870
79027 284071
5424 30846
1069 170685
112869 9118
56894 2773
6248 3113
2619 2735
388552 23351
1396 246329
79027 6499
1960 10385
3203 117608
84687 1339
58484 151056
9253 115708
120787 219875
54465 10615
1193 84962
388564 5412
116224 4170
939 8045
8242 576
827 341799
85474 5493
125988 57463
23020 83983
8896 6813
100144748 83478
8973 58475
5959 56341
56271 9404
8242 56850
57337 54465
114569 80714
83707 84894
54328 8339
8339 6663
1856 9049
25817 3655
1044 10641
389658 8874
10221 5912
23251 10284
8332 219972
157285 643
51160 116092
8575 399473
3055 533
4838 84808
5438 253512
79948 25837
8621 14
668 826
399473 56935
54346 3883
6142 2079
257101 10485
11047 6045
23358 155061
1495 339318
3702 84441
9744 8772
8905 10096
55167 646658
55009 4331
4956 23401
25953 79190
343099 79027
10588 390616
58513 113540
391211 81448
29801 29946
51523 79589
4761 23154
55859 2535
6813 79191
65991 1302
387763 4846
7021 4858
5143 5552
125988 92558
8341 9129
81545 11180
6853 81794
22859 134957
342132 4000
390259 84287
51157 8089
375791 7170
534 10938
51566 548645
58473 10432
54797 199834
7224 6874
54809 146206
375337 3211
7936 1153
25798 5526
25807 55128
6872 11021
2323 6609
8664 7140
64943 283726
3364 1628
2846 79176
57661 64759
63910 127396
388960 81691
57451 2703
2771 55611
2815 23646
5886 11007
3674 3857
80863 57794
57573 672
2151 100289635
9506 10269
90113 284521
23567 5763
390067 11282
84033 57226
1741 55742
440044 341799
3276 1479
1339 80818
23548 64333
84924 9481
135892 56905
6906 57593
57216 64856
54442 6187
55421 389114
399473 10059
79628 3226
6223 377
132243 9117
79682 27341
65125 80125
220963 79654
9382 91151
30846 55243
392862 80021
827 25953
284252 8341
5956 51412
23269 100144748
23558 50810
100144748 8706
151354 6861
4037 254065
5089 25925
386683 347853
134265 7574
147807 10465
9755 430
402415 64793
84628 23061
3181 8971
1649 10857
8985 401
23334 128272
285349 81855
644943 11245
11190 100144748
3918 55052
10235 91010
4685 148268
2350 338094
126859 127255
116092 51127
51412 246329
11180 6861
165631 1203
84033 114971
25888 390637
3077 3229
203286 23770
4303 23062
348262 83590
147719 219654
28996 7477
5862 407738
92002 121214
84305 3764
10444 55652
554235 84287
7732 7224
222229 23352
7052 163732
55422 492311
6717 55201
51406 90324
57799 7004
4917 3175
79921 55582
388564 254263
11073 148254
23287 79004
5140 4352
23678 56270
160 64856
342945 390431
23558 64856
8330 11151
29801 124402
340543 11343
56121 91056
84557 8175
1795 117608
23413 389
1756 153572
20 430
11073 84698
2118 83442
91373 353497
89953 8330
55819 126402
11244 162
116092 30846
22859 9903
9684 91392
29114 196403
4430 121340
340543 379
9170 6207
8985 84134
4858 5511
390054 11285
79885 9668
7098 219875
253582 55324
26127 81894
10634 55837
5799 245938
85406 54361
157869 124857
11317 389
139189 65992
20 57495
8216 1746
200728 7772
7392 9817
389084 51285
399473 57132
4851 79444
7036 91392
10123 389941
9622 2308
154790 91653
5591 4036
6615 54344
347454 83447
339453 55356
4077 120586
55893 80731
9437 8693
9625 863
139285 9411
55355 23336
54510 149371
203328 89846
56850 57106
7569 4854
1649 4846
100507050 8520
55233 9092
200958 55183
10686 353174
643812 79156
81831 3229
285641 9666
64102 51285
25798 65989
28511 11021
342618 162387
886 80830
5584 84264
50511 6146
388419 6675
54465 65057
26057 284069
23094 54936
7978 23334
1606 29984
10857 55884
64921 29035
84924 64419
112937 54906
91368 5536
7349 26585
2189 148268
3228 3223
4779 147179
8330 340990
390259 8216
389084 4792
79589 3399
1154 10168
93436 7064
155382 8621
55079 30827
164633 126006
54809 54344
2814 26092
51096 7423
10803 645369
2909 160
25800 51230
1349 440503
29942 1856
1381 57569
115426 7574
51174 253725
9143 5450
3911 10959
100130742 80217
160 4692
9640 10858
147807 6829
158866 3726
8347 59286
23475 399979
54491 3904
8386 23140
9028 5058
81847 26476
4956 23054
339122 6169
9658 9651
115207 5476
23137 492311
157506 2781
8484 4035
9820 219654
7158 341799
22979 8303
2831 2902
8242 65078
94121 7574
643226 4692
23020 9028
284759 80024
9253 64400
4956 122742
56121 56131
7574 55761
3202 161497
4846 121340
2067 337
91368 3018
9866 55128
343099 8216
9187 28234
25798 64856
7733 10045
27316 124540
56000 84612
100507050 285636
126119 55508
84124 285852
1409 51127
6199 5563
1609 2580
5193 7170
115557 4974
284058 121340
164633 23020
51157 84790
2664 3490
5500 55611
202333 11009
23403 23032
81696 2934
165215 341799
30832 22893
7936 3845
348262 6217
59271 8690
64180 2975
5982 134187
5688 863
285659 197370
390259 64090
4943 7556
1044 200942
55422 79803
1990 2328
5634 10522
55888 9371
23462 25798
28952 94005
27158 26146
349075 23338
79919 333929
169714 727957
57655 126374
9592 8526
93185 152573
1527 7692
26496 59343
400673 9667
10644 29984
399473 5464
152815 285268
220382 5870
55422 8242
1460 402
9172 9228
80010 165140
57495 55777
100144748 51175
26548 90701
64090 7321
5799 6573
143879 4209
80108 54681
51239 2352
80024 347853
390259 164633
25817 54952
401036 150465
113791 129607
9866 283212
10858 9924
29801 4761
22990 27345
554235 50940
85014 80235
285989 30851
9170 11041
25873 3104
3159 5986
388419 30009
51441 9049
644943 257106
54876 8925
55337 23135
7732 339976
55285 23014
347404 2804
54853 57053
79825 64089
114327 80263
57799 10573
8926 2288
55422 6533
158401 400950
10168 80021
158866 2550
7135 83657
10982 399473
9337 7089
11064 9684
51545 26148
222642 57707
25792 4843
81697 5187
441669 6491
154790 54507
581 3215
5879 126308
64090 6886
5407 84886
79324 56269
30846 162282
10053 9321
63035 57526
554235 10418
7545 529
4957 10858
83590 10212
166929 54848
6835 9889
79872 29799
203190 7203
1271 84437
160760 5502
11152 93081
283726 51063
5635 50614
51493 22800
93973 23403
390067 80255
10168 84193
56262 23558
8187 80341
1756 1339
79677 146547
155185 79919
128434 6018
9935 51257
7978 259215
9880 23401
5935 5792
347404 25794
339669 4692
100144748 9762
57148 7574
4851 5321
10424 83541
8330 164633
10432 10489
85508 127933
25758 90853
7752 1464
51691 3703
387763 246329
55731 119772
23439 1954
339122 23066
90187 23644
83933 7574
5534 7080
122742 84067
390093 203197
389114 80829
114757 283420
1012 80765
29942 7483
220988 54442
157506 5435
23089 23032
20 126006
64102 402665
11280 3892
154790 160
50801 93377
85459 80071
55593 51503
3833 80152
71 50813
386617 429
20 8216
5437 57030
83878 79629
55323 445372
3077 5013
114790 23139
1439 126259
259308 4297
80332 6936
348262 1856
57655 3221
1774 9750
10424 7570
8460 64856
29966 1024
124402 257160
389114 8139
84687 122060
127 10965
8330 80351
375612 11282
26188 26123
55422 197131
255626 59341
203523 64943
126006 56944
1609 116983
80852 4650
6233 10155
2539 50614
28316 56944
7158 51027
26173 91949
114327 144132
84446 93081
7105 57523
64478 81797
51230 56005
1238 165140
3228 152485
9732 4921
9368 51156
84250 283849
51412 220988
284069 146923
3036 1389
148 4692
6839 55362
390205 10390
28511 80725
8341 55181
80233 124565
100170841 6018
29094 399473
9662 10168
8575 7075
6861 6774
57526 9672
8484 79837
1856 9698
55422 26128
8636 91461
26493 8924
1964 399473
344752 2815
27344 79009
1749 8772
284069 8483
25794 54468
393 79002
7571 196394
285349 128272
90007 57134
91663 143471
54876 84450
5956 23424
200312 161497
90060 29801
60436 8913
22827 23677
7978 94005
140807 127534
26157 222611
959 51406
25900 138199
23558 9351
140258 65985
30846 2068
84446 3399
8648 51127
148268 79596
100130827 6253
1672 56997
767 23065
6853 286053
11015 6262
114885 9361
92002 63933
54888 51078
4351 7574
10858 51585
9581 64766
284297 55628
3400 23429
7224 51617
10655 79413
1820 54739
116442 6155
400916 26133
401115 7044
53353 905
257407 10158
57677 29945
402682 23149
10418 23401
7976 8341
90701 115509
5956 64766
6821 10456
8721 9419
154790 64072
10139 5630
9668 148304
10424 9202
147906 284656
84812 965
57649 283849
81577 3299
