GeneA GeneB
11340 64429
7850 57761
22794 7319
23196 10227
10641 8531
6599 4282
26993 3915
2966 51385
572 6812
873 55256
4092 4851
10058 9787
55892 1788
51684 9111
6935 80758
6499 2185
7280 8607
6553 3930
5898 291
151636 2697
147179 3956
1382 10265
89845 1666
2175 5743
8826 10112
23636 79080
8493 11182
3988 22934
10642 64167
984 5929
7483 2131
2987 5986
993 9404
84515 79947
7088 54537
30 6909
5688 5265
57147 54504
54555 23647
54941 3838
2539 813
57048 2958
3456 9761
2849 8821
10111 4282
39 5111
58508 182
5567 836
26959 5373
8732 9518
9053 5111
23493 10276
7718 6347
378 23659
1650 3241
965 669
9324 1066
144811 1022
11336 1022
84617 2171
10245 10523
23463 9276
80135 6184
958 23522
10253 5018
3480 10904
1287 10551
7917 4085
2869 6499
6696 4794
7416 5245
5437 51031
5581 6856
151306 23670
9801 5216
2309 991
84669 4851
54583 9688
6427 5894
9690 5950
7077 5929
5550 2195
10327 6868
1666 5902
6203 9787
116535 10362
4216 51026
8892 79447
64425 6856
892 3628
54512 2873
1647 5050
10641 4791
3569 10551
10955 399664
50943 154
3559 10057
4864 91543
7923 5111
55111 3240
2925 2886
3725 26993
10010 1066
3551 375056
51311 9217
90861 55665
6935 7485
2160 10436
5033 10528
3932 5223
4204 8895
6184 54733
9276 27346
23670 4830
10868 7043
2180 7982
7692 79006
124961 8914
84873 9261
255738 64080
10972 8408
8720 3006
54438 7485
5307 3300
5693 23576
5881 124583
10254 10556
6129 51330
64710 60490
11014 202
1955 2582
6259 8761
5236 23378
5440 6286
23274 9833
3784 10921
9123 142
10481 54386
57720 11041
10733 2673
54541 3553
7867 706
4593 51015
79947 9903
23131 7982
10007 124583
4697 26520
9695 22934
375318 10807
1182 91543
6390 55245
1389 6919
5562 4860
5018 6382
5879 4927
29984 81539
2356 11344
8766 5216
7003 23406
2908 302
23621 64167
3131 11098
65263 230
2064 22902
112858 5902
55278 7018
5894 23053
9700 3098
10617 5831
7525 80758
388677 5223
54496 1510
2919 23396
10413 26227
7296 29978
890 55143
4552 831
11113 22875
4780 3006
501 9261
1389 79902
1514 79623
29899 9670
9839 57192
8853 1509
10482 5223
7905 29082
2114 154
9474 3614
1487 2954
10810 9488
8613 8900
54496 991
3572 55748
6469 81890
5265 51116
80204 5831
23466 4851
9924 2673
85442 1514
23395 200081
51635 3566
2184 64121
10481 23597
7335 2852
283455 10273
5031 10857
7264 10206
6185 3043
90 831
9294 7099
51290 51439
200576 3416
81894 1738
10452 22809
6097 26520
39 80223
1786 6470
23588 64215
2115 26136
9355 3856
115950 79080
3174 1021
5091 11041
3294 6461
29110 857
1495 11098
513 7296
24148 10153
7543 47
6857 5971
10544 5634
6050 1396
9641 6443
2146 7283
25797 1870
10247 2887
9767 5321
5440 54205
2909 26053
23139 10001
637 5245
5351 10244
6390 4358
60528 54442
6185 51203
256297 5525
4907 8890
3556 11118
56731 824
1381 994
2521 55033
5867 3566
47 65993
221895 10444
4722 9519
3566 9690
301 23212
4108 84617
2237 9518
8807 7298
10682 79143
347736 1465
10651 54386
387 27244
3788 516
79145 66008
84433 3371
4836 9854
8192 3315
54546 3978
7024 7108
3643 10362
4817 10857
5816 10551
9290 56889
54578 4118
6307 51021
221692 10190
1666 23325
2869 7414
54681 8731
5295 3329
6632 11044
63892 80349
8089 1465
23466 79902
9841 64080
4694 642
65975 10857
664 10434
10616 1738
3418 8869
23647 10273
27154 54499
7718 1019
8435 8985
54496 7159
26520 9801
8312 10057
51284 5693
10253 64342
23369 3108
83550 6182
91156 55256
875 23077
2778 2305
54541 6304
9958 5901
60528 22908
6009 9903
10730 54733
9612 5450
27020 1066
7088 10610
7358 1468
6201 9657
51545 6402
4609 51491
83448 10434
167826 3508
84547 5715
25805 26292
10269 10904
221692 6304
5347 56898
93 323
1643 8624
221692 5287
25966 8653
2987 4602
64422 23406
4609 3376
39 10733
22818 3930
7466 10752
91419 9897
51720 23647
2059 66008
2324 6192
6097 5042
1955 6856
103 3315
8193 1537
4154 23076
5423 51495
6499 10644
3225 9636
4234 57215
51588 5223
5562 2852
1650 10273
28960 997
10329 65244
2778 9666
51776 813
53354 11013
10955 54442
1022 9690
5695 328
151112 25984
56033 123
3604 3945
57474 3625
93 22974
50 6491
11200 3122
30 8443
51015 26229
9748 2778
5867 5971
8050 23113
6461 22908
6598 1108
4122 30
10023 23406
5709 5696
81544 991
58495 7018
7874 11065
256297 123
3482 3861
3992 10320
161725 7088
9217 51375
84678 1020
23493 23406
8792 26520
5359 27005
23029 7917
6915 5425
10929 51024
6443 5884
22926 10782
25976 843
5580 55256
2919 708
5092 509
4780 8061
9961 22824
54850 84823
22903 6192
3656 7018
3592 9847
8609 22796
1738 5950
84288 3417
54566 10489
55556 54969
7764 3909
51182 22827
4088 1605
7360 7298
5860 10491
3622 3988
166793 9019
2627 85377
9702 123
4486 9988
2589 4830
6189 9690
383 10493
1869 84823
3174 5111
8480 22883
5184 8019
56882 6446
388650 5223
4108 54505
4893 5438
9143 23659
790 5827
4121 9695
2034 6304
7384 25821
28960 22993
8394 2878
10868 5393
5601 7358
1457 5427
6813 9093
10617 23097
5160 5743
4297 51499
6197 10049
1326 4501
5693 6520
57665 23326
7026 22908
23509 5891
7048 2064
4836 23385
6647 5018
3458 55723
83729 991
9061 11319
6697 1854
6850 26128
221393 4118
6775 29916
26149 10969
9134 23300
11284 4085
1385 5427
10523 55718
8518 79672
5531 310
4713 10797
66008 3682
152687 10419
27243 9847
567 55033
874 6154
10451 5720
350 80758
29937 23093
55837 7163
11140 3028
1062 23509
3161 1738
7753 3682
9375 79070
39 9512
6427 5529
26054 51203
55832 1066
8826 79801
9180 9246
26128 10494
10250 56654
5709 54454
7227 8761
340385 55856
10149 4118
23244 5096
1027 23406
83550 24149
54386 200734
7538 332
2593 6182
11245 22827
57798 4776
4853 3956
2114 4478
23223 2697
139135 3566
1856 6117
5268 23089
140609 7016
55011 5111
55837 10221
8487 10951
9021 5950
3146 1677
3115 4118
23512 55031
3479 80198
27430 4118
1902 9709
2521 9552
1717 10320
3572 7866
2919 1978
387 26140
56923 3925
2762 8776
677 23406
10525 2064
9917 11142
7046 10493
596 4830
9587 29911
8692 23670
595 51659
6256 1808
5300 1509
3932 5743
892 1808
7728 2222
10955 1429
10472 10491
4976 10434
26574 6696
788 2077
10652 9141
291 11007
9293 2171
54850 6868
55556 1954
5359 26229
275 22908
3927 26098
25801 2063
51741 23788
54884 26520
10113 6182
1978 7414
7088 55012
57798 10014
163688 10417
11004 593
4233 10797
23075 2533
4172 51706
9517 29082
23710 11313
3309 6509
51170 3422
8651 2886
139760 9128
780 23576
9924 8520
1154 26227
317701 57761
8772 10417
64326 11182
29911 23212
39 9270
875 80347
993 9968
5937 1021
55274 23386
3476 1021
7381 4792
3775 1677
6093 10190
22938 2920
54941 1066
4886 11041
344 2109
2810 3206
9221 54438
57007 5796
2195 11230
5782 8349
9488 84914
4801 582
51172 81539
25839 57192
7056 1870
7917 26520
3373 26520
9641 4776
1062 10467
1021 2886
5029 1459
3925 6301
6258 54512
3554 3553
151636 10059
11336 23338
7803 4860
51070 9451
8869 1026
3034 29796
808 1153
23314 8821
162979 9133
79724 1514
10725 9261
7295 4885
4817 4864
221 6915
4038 63874
7128 4130
4860 6616
56923 80219
5763 10320
8844 16
3490 11200
6207 6888
6428 4832
10270 3628
3198 5971
54578 6696
2885 10953
10362 4312
79947 7037
50814 79921
23499 55739
4351 5715
149233 79073
8655 57192
51231 54442
23635 23443
2099 1514
1201 158471
9448 8936
51056 10026
1111 1978
581 8364
2956 3054
95 5438
23576 55790
79724 2524
10902 10285
57211 857
22938 79568
27242 84975
6548 51171
93 11007
6129 11344
7917 57192
10544 5588
5695 466
2065 4681
83550 1001
199777 8869
84875 11072
4297 9709
3609 2896
4191 54978
2113 1351
4108 57215
7357 6117
10991 5579
8350 55699
30849 56942
3978 1052
4297 23635
9252 994
6208 902
5498 5971
64710 8091
3087 5214
10868 983
10312 4851
8550 4478
9966 6382
162963 64781
4174 25966
55129 3611
57178 51637
64710 10318
1389 133
4067 51642
4149 116832
6887 896
3242 12
1030 2131
3198 79902
4613 55081
3294 5321
55011 10014
2184 8195
6185 9212
6722 8738
2746 25987
1025 84890
6469 5909
64786 830
955 10058
2778 4173
2778 23089
64750 7076
652 727
593 7407
10497 3357
1955 3398
3685 1212
3558 3956
1021 6839
134864 6253
147183 9217
54915 5438
55890 11197
10096 4885
6240 91543
3895 2287
50808 27244
23650 7106
1024 396
3029 23670
892 54471
109 10423
890 3106
1513 388650
25839 84060
8804 4023
26086 9690
7965 7298
79073 10432
5860 5287
2565 23378
80204 10559
27161 54499
6617 8900
57215 5891
805 3688
23530 64167
4303 55604
124961 23397
7108 1051
4108 23131
1316 6603
865 10417
4968 991
1879 2113
10765 55748
51635 10935
10308 1500
3791 64781
2861 4118
10953 81669
80351 54499
5711 328
8604 3980
55556 6790
1513 6461
8527 481
5932 8804
9063 53827
161 5216
716 1643
1398 1759
148156 4023
7103 102
966 23585
255877 670
4968 55748
51116 2770
8518 10953
3242 8607
23770 831
9712 10059
2821 79071
10038 80347
55608 79144
5297 23338
4929 7431
7004 1396
6643 6919
10352 2707
83550 10544
6915 5764
2849 79902
4609 55733
4092 10206
55176 10046
5654 2920
672 57192
7189 5770
3799 10775
23401 5770
3221 23089
6576 9710
6223 8520
10094 3162
2931 7431
22859 4118
596 4118
7384 8440
79727 4208
84365 51282
64215 8924
149233 5347
51174 8799
7520 5927
7942 7378
8613 5901
340385 10015
3598 9270
11004 81627
2146 991
823 200734
2109 55256
26520 27095
1314 6286
5111 55486
6603 2762
7187 10969
847 26227
2762 4208
83551 7298
5144 54386
10641 55324
8202 10617
23321 2023
56993 10007
79142 1301
3958 387
3029 4927
293 3553
387 5588
137209 2109
9070 27244
4299 5002
8703 5245
3685 3945
5292 5588
51160 8605
23464 6653
55958 6192
9453 11065
2782 1465
22954 1021
5527 5583
2050 5347
112858 8520
9686 8349
7026 79654
7490 23512
2260 440
8766 5627
1728 3615
9958 2778
8318 7353
8678 23326
6208 80347
23396 3934
6659 11044
5054 10797
9761 339287
54941 8099
203523 55748
139189 6894
85442 4023
23062 1978
8574 80762
291 4850
11262 10463
2184 30001
701 23406
3985 51282
10057 10298
5888 8438
25966 4851
27242 51005
6428 2548
27113 51026
213 51116
2108 26227
8826 9217
6827 7416
5547 2064
4907 11098
5522 81539
2037 3956
5601 10907
6184 6275
26137 10947
5430 22827
4698 80003
6387 9961
8503 8345
1026 7153
6256 63931
5291 12
4216 23288
11083 7431
8974 3135
4141 5438
54681 10682
29968 6304
29937 1027
10776 2015
6804 467
1759 51001
9276 55781
10273 89941
5371 9801
6696 6275
440387 54994
230 3911
5079 83988
1736 11197
55223 5289
64147 57192
6443 4359
10172 6284
5708 9913
332 10455
23650 3945
5901 7015
10928 79600
55129 10444
83593 835
84515 843
7157 64216
10013 10551
2335 8050
9031 63874
9653 5588
8535 6714
10456 27336
159296 5971
4605 8677
7849 6624
55793 1429
3932 328
3205 976
7083 5110
1978 5899
10643 3028
29911 10057
50846 5236
6207 5347
169026 54499
7251 1646
59343 3815
1647 9847
1456 55893
896 3945
55165 57570
6446 4830
23635 79143
23476 4756
1643 2747
10206 55033
4916 23543
5327 92689
6654 3028
4837 7376
4087 8508
51116 6192
6307 2771
5710 7443
64067 3934
91137 8573
25942 5373
1050 991
340385 1465
6256 6850
310 8227
23512 10921
673 3066
4654 10904
10971 6697
378 89845
9703 3956
79885 8658
2624 55793
5607 10175
51174 10273
10257 26136
26020 10381
7295 6241
1027 7298
3976 51382
7486 1577
51635 55295
23463 85236
5601 835
823 10131
10557 4118
5291 5891
6208 64781
9871 10051
8446 1646
2674 813
780 23368
5373 5058
3276 5971
378 5252
387129 7099
3077 7077
3726 10954
10482 7015
4173 30968
3098 6192
7076 3337
5707 9531
3856 23029
5928 55033
6256 23038
4708 29082
1440 8985
8941 53916
5045 8398
8795 2109
4833 64429
54505 10099
1456 6832
345611 79073
127396 7298
5359 7031
1316 2146
11343 23659
183 7086
10253 9053
2108 10797
26108 9275
25803 6195
11262 5236
5707 23335
3673 23326
811 10551
54861 10237
9604 310
54957 10765
4724 5796
87 8440
5582 4208
8226 1051
9761 79837
4893 3434
11320 9641
8655 23210
284086 5236
3212 6696
10014 58478
10554 5331
8403 25966
139728 51021
6670 9988
1977 23588
3169 387
55127 51053
7718 51116
7184 2920
8945 10898
4801 51117
84288 7358
10691 23131
8431 8520
55703 51382
7083 8476
54205 56910
5831 10409
9709 4303
677 5438
22887 3652
5982 23210
340385 6184
22828 10046
6509 22934
3755 10123
79142 11157
23102 10484
3227 1026
6499 5831
9133 60528
7248 51316
57721 5588
56940 16
481 57819
5728 408
8208 4023
8833 55281
50943 5255
9709 57787
51382 3028
3104 11197
55223 9781
5747 7852
4723 10775
51752 5393
10482 5898
3053 154
23576 1500
6189 5693
8900 26278
4142 3726
4209 54915
57211 11197
1389 79643
63027 3482
4605 6304
6714 7020
23200 7296
347736 5216
90649 22926
178 25873
2786 79902
4486 4312
54386 9246
114609 4864
25942 54504
183 3315
2770 23406
112858 2015
4200 5588
1879 23549
5045 1025
1577 1396
5073 4886
6514 3157
6827 57192
80347 4931
23576 57761
7186 25984
55802 994
9935 9143
4046 10273
7097 9847
8895 4016
10038 54505
6240 10237
8554 3838
6625 51160
6009 54541
8834 8804
64764 9518
4212 4313
79711 5347
8613 6810
7078 10857
8611 29078
7188 644
670 1497
2050 29082
81892 57215
6657 1293
7702 6119
9886 4927
26271 25976
27241 5092
23435 23386
84124 1465
10450 5898
10972 10398
5709 65108
9218 6402
5223 991
4232 8727
10868 10499
5170 25776
11004 10285
25799 1514
3725 1465
27 9837
26298 8324
54206 1070
23597 51495
35 55152
760 5366
2353 23335
54583 6676
5575 1870
136051 55038
5434 7077
991 51056
11340 7018
5286 1066
84678 10471
7321 23310
6929 6277
213 8985
2821 4118
8914 2697
3551 7431
30836 51071
10488 9518
1287 26054
5295 11325
1746 54739
8495 481
3008 6915
10198 4118
51015 79719
57448 64838
23429 6192
4931 1622
10939 2920
56616 11078
64786 10381
6098 7086
5925 11197
1045 3300
5106 6799
5810 5092
54659 8131
6499 6192
10856 10273
11014 57157
57684 9805
1465 4282
9709 6304
51715 3338
1975 3028
2647 3315
57448 9094
57474 1021
513 2189
2004 55008
55290 835
8703 29082
8802 6184
11245 332
11116 983
3985 2954
10732 3800
51569 12
3212 6832
51382 6812
291 9710
10482 10206
572 4118
10623 24149
283383 572
54941 81892
8609 6253
1154 1786
3172 10465
285193 3434
10617 1478
7760 57192
958 5425
7543 55781
3109 5050
9252 22794
39 10574
6772 29928
10329 5525
9512 11065
2242 56889
6389 6195
9748 670
8784 10057
5034 4830
80349 4303
847 55256
7167 11142
93185 3162
26993 3956
3094 54807
481 54442
204 23378
8985 157567
93594 23673
9111 5331
3313 11142
80758 64167
84290 4830
501 55729
8431 124583
332 55872
2987 10921
4790 6402
5019 23512
51564 7103
10450 142
9815 54386
25839 1808
285193 91543
2771 27244
55486 9289
5480 54541
9380 27183
639 4313
9612 8444
11019 7086
65975 23131
780 2736
324 9368
23266 54505
221692 3853
1509 30001
54546 23326
883 23212
29803 991
2861 64374
83550 7284
10617 54867
9612 55215
3636 7461
2783 8869
5437 23512
5347 55148
269 1445
10013 51056
3706 211
6909 51031
8824 4043
1026 29080
152687 10206
5433 55033
3726 5696
7020 7298
5927 27175
9290 58533
9908 158471
54807 5829
9341 26001
10888 54908
5310 27005
8900 7088
5198 10057
678 1066
1955 10383
11162 2171
8974 5154
6778 55084
54108 6182
4121 9518
29957 5223
760 9695
5618 6461
4217 3251
116985 26872
5901 4726
9788 57761
3613 23326
11014 9690
7695 8900
57211 1465
8727 23108
85236 23075
5710 26520
10491 5287
6839 6810
51071 79960
9817 7071
140609 144699
4217 2034
4221 8520
5709 5708
25 390
641 4931
55662 4708
51070 3508
6217 2109
5170 2512
5106 11197
2760 4016
83439 4023
342357 388650
10671 2146
1643 55818
3978 4927
8611 54442
5566 8346
2634 27338
51382 328
80204 10493
6777 54939
9512 1019
2961 1469
55486 23659
9448 58533
151112 5373
10914 1951
9324 8140
7697 1500
5338 6446
7335 7846
63933 5831
23523 4331
60 64167
6197 55818
6184 51024
6647 5111
5257 8339
230 4172
7046 4609
1026 10318
3992 4247
10971 23089
5734 874
10856 55699
5371 23597
2193 50810
896 64429
6857 24137
10614 10313
151306 10245
50 79170
9123 388
6198 4602
5709 2353
163059 823
874 23263
4097 55958
4300 114884
7334 445
9653 79174
10957 3678
4143 4846
10733 27077
8900 23192
5966 4794
27095 55825
51601 55790
3156 1454
9377 3956
9275 5216
81621 4830
4000 5321
1969 54442
54658 896
5607 3815
114609 7128
6663 2770
7915 51070
5663 23224
11200 54205
2762 23378
23244 79902
2946 25976
2909 5496
8655 9270
8611 54809
50808 7153
1305 4830
2582 5796
83550 54470
117289 4478
7311 7994
578 27244
7855 7866
1997 5529
55193 9518
5321 23335
1212 11222
7984 51121
5914 5438
10497 10051
1820 5715
142 6192
26993 79177
3670 8444
1845 1445
8771 29916
64786 51637
93 7016
51530 51160
84634 55818
3755 55256
9869 1595
383 1891
221 148022
28964 1846
7263 1465
5019 10667
10451 4118
11044 79143
10645 5347
6509 92170
10481 84159
5228 896
2778 9710
54957 10668
10413 4830
976 27336
9296 4208
1856 8974
638 7296
55278 10589
29074 56654
10732 51727
317703 3028
35 5901
9770 22934
6597 26872
2992 27095
3485 4846
26229 58478
57215 8851
79603 958
222611 9917
121549 51005
7263 991
10856 5211
56998 2821
9322 4723
29082 8091
23475 22934
55038 9238
26993 6745
7353 5498
2260 4793
8772 5111
23200 3108
7280 10099
1384 10273
2324 12
23464 64167
1025 7106
2287 3315
1128 2771
8549 5800
3313 9847
6990 51005
80135 5800
84189 7099
4780 7358
7204 5822
8061 7431
147807 5829
51586 991
4801 10217
6775 23635
91975 4072
1879 79090
164668 26520
7264 4700
51385 166
2837 8869
18 332
317719 5018
2770 1465
5292 3934
6576 6284
23522 51188
23443 124583
6709 10273
3992 23406
112858 2736
55111 991
390980 8520
162979 1471
283150 124583
4609 310
1837 8050
9131 1396
8891 10276
3788 8607
2896 23223
10392 387
50814 4598
8446 6697
5867 57180
1616 55340
22832 9761
152687 2335
6419 79643
8764 7298
5997 6839
8463 63933
11015 1808
53343 16
51495 9764
3489 4200
5294 7376
170392 2961
6195 54440
56998 5223
10327 11065
51382 1965
54496 54815
9604 3875
6897 22862
25949 23670
670 9232
8985 582
7917 65123
8667 1066
23499 23635
9133 5236
93 55033
221895 595
11083 51382
6885 5829
3203 2582
1879 6275
253260 133
10681 3417
64326 4118
2100 53918
5883 6304
9375 5770
11065 2647
6208 203068
8829 27346
670 26
51160 8870
7345 2201
54749 4023
4067 9540
85442 26959
11284 5927
10421 51026
8726 9093
9404 5106
6647 65125
5202 57763
5645 5236
54677 7076
4552 6050
8650 4303
6632 6507
114609 6117
4351 54505
9249 6793
4724 4851
2114 3329
3490 4931
55179 10285
25793 113
55662 25874
8554 5223
9455 50813
7292 2954
3487 10451
80204 9093
10641 57192
1956 1917
6098 23131
5438 7298
23512 9156
84878 2771
3033 5058
4976 23410
638 1643
9686 26520
4728 7153
10797 29901
6309 65083
25989 10298
207 2114
4710 6304
317705 10190
4245 8520
3558 5721
23476 9817
6598 85453
5055 7103
3034 4851
8737 23705
467 6192
7296 4199
4860 10495
678 54438
3925 29919
10600 9738
91975 7431
3485 28977
5432 8914
717 3223
124583 55748
5471 3956
7010 10589
513 54807
4233 23410
5019 79991
3880 2720
51274 10525
10523 6192
3788 28958
5244 8574
23476 10099
3566 597
8974 3268
23118 55008
8204 7431
2987 64167
7466 10053
1643 23635
55278 4312
58499 182
1452 5927
2932 5579
3053 55256
6598 6813
8243 84869
55536 302
3313 6182
283150 10775
23770 2109
4108 1066
226 868
3909 9712
5025 23406
310 4238
39 55107
23451 64847
55907 7099
7486 10273
701 26993
112858 6993
4833 9267
7416 54499
178 3315
1875 10617
835 10551
6790 55740
53831 4282
10113 6117
29915 5901
11105 80347
1111 5018
83551 6509
22832 22934
64746 158
3398 81576
7490 9518
2634 51441
1385 1048
5819 7103
5433 3956
5777 8508
54546 23536
3612 23595
10524 5111
55300 2878
7913 22934
213 402
8772 56521
993 3454
984 16
26993 7846
3087 9710
1287 6548
2155 6304
11262 2146
27109 56987
23410 9695
5607 3880
231 902
132158 55256
2073 51021
79727 12
3298 5800
4176 51005
5327 11167
5734 9915
10020 375346
2266 9690
3692 5566
10972 50814
100 4282
9643 23647
6625 6402
9618 7298
1750 23223
51116 23203
3821 22934
717 9842
1182 7153
7013 23038
84449 9276
2353 9926
9097 5394
5871 5588
23303 6118
386724 79143
2762 5290
2864 8061
4793 6184
5915 823
5605 164
25801 7982
7079 310
5362 1396
9341 57122
4893 6598
2146 29980
5437 5720
6696 1973
2015 8520
25 22826
7546 7298
79071 4846
10488 51382
9891 1475
836 7106
7867 2896
55486 6616
1856 1730
4255 23647
8892 81542
4089 55699
1363 8869
388 8480
55054 4931
11143 7153
158809 8974
10270 10857
81034 5018
285220 6304
4055 4830
57798 11098
23462 55707
10892 79094
638 57192
7752 388650
5245 9133
7984 10175
4947 6850
117289 9637
50814 81542
6722 23076
5328 50813
572 5905
1454 10818
7775 6184
1595 3611
2266 81628
1316 56652
26147 1500
23081 11331
388 5223
5073 3162
7124 55038
150962 5800
572 55153
10691 3988
51593 25915
6233 55723
771 302
57026 54541
6778 51160
2057 10670
10247 10051
2274 351
866 114884
387 7341
2958 10190
9123 5111
54541 2769
53343 5111
472 6192
10092 6990
64215 9854
10014 5982
253982 22905
29082 79684
3295 6812
10058 56992
190 55008
1869 23131
51170 5287
4780 4722
4833 5216
11245 4118
64746 26520
2313 4830
5460 3315
79727 7336
3131 2131
10544 120
10481 7852
93594 5770
2247 10245
55634 9851
7466 55608
3297 22796
50808 11130
4664 4501
6241 11041
84844 8870
930 4200
3458 55247
10623 10695
53343 9709
11200 200734
5578 9817
2987 64788
405 57192
7272 2887
192286 6277
91949 9833
84969 23512
3566 79983
79711 6184
2266 2197
1440 5357
5170 51646
9258 7431
57026 79886
8678 23169
10434 8050
7490 25793
2762 9020
5434 5366
55229 54566
3309 440
126208 58533
4108 51071
11162 2523
164668 3800
27032 4864
9322 7153
26472 10112
117194 392
8192 10328
596 8607
166614 8720
1031 9787
29763 7167
93594 1666
64167 10775
6275 54541
3217 9670
29883 10589
1024 3181
25793 9469
6233 4140
55818 4043
9897 11284
5359 25807
2289 23378
2810 6184
5245 3945
8575 22948
8772 23131
1746 2146
29937 4015
9031 6192
27125 6304
8915 79143
10723 991
5782 642
55239 58478
5914 10525
7405 6839
23670 10962
9831 8850
150280 1051
9833 22794
8613 9926
3242 56654
64750 11041
5170 4830
622 58533
6256 2523
8208 6195
6646 10962
6428 10491
2100 22827
47 6309
25949 7982
5111 79947
199777 54504
1788 6382
8772 826
2063 11065
10892 10797
84930 1465
5257 9170
91433 7020
3566 142
51176 114884
6277 6304
9133 55818
8358 26872
22926 9440
388650 375346
390980 5997
25803 8574
1643 843
9275 29082
64786 3934
9988 7846
7074 5883
3171 81031
3776 8508
2274 84890
6282 1396
4089 5520
10644 6192
2831 10273
3066 10007
79711 6182
5566 9632
1362 11197
2961 7431
11325 1978
2683 3855
7541 2063
5105 3223
83448 51181
4171 8869
5328 16
6657 10038
10381 4067
2645 9690
143 6205
1854 55179
4780 22823
10557 51586
7520 1396
54850 154
27 8508
25793 55775
406 6192
3551 3887
89884 10681
4067 2222
5891 54850
3265 64080
7597 58472
3725 23161
2548 1445
79187 51181
64921 6813
163059 2131
10048 4482
133522 4830
355 4282
25976 5588
51290 6727
5228 9246
56931 22889
112885 8503
5423 55748
29915 29082
5927 57406
25948 55699
22934 5111
2683 8900
6871 1475
6364 64167
54541 55788
143471 23131
4299 5164
8522 23212
9289 8408
23119 51375
9632 79902
4791 9688
3122 9518
3788 5111
1154 8446
57448 983
7405 10051
3709 85377
2185 55273
1031 29127
10991 388650
1025 7099
339403 102
5883 8357
56923 8318
8650 55748
2762 64429
5686 79947
670 54892
10481 467
3199 55818
23753 4602
5910 5887
8737 51155
29978 6241
5930 6182
51495 8349
91433 26227
4016 64780
7264 27338
1958 2146
10473 22934
2313 1429
3109 2690
80746 332
1326 54861
51776 133
6804 7358
7296 6192
8517 10956
55223 1212
196 310
6189 10432
22933 9903
29082 56889
147183 5588
1719 9270
644 638
89766 3329
84290 23397
84547 51117
4702 9710
162239 1808
159296 5223
64223 23512
5689 63874
2542 22908
84451 3775
115650 8050
5899 2582
5930 79643
55278 1808
8703 3508
25 5721
89910 25972
5499 10007
2263 1066
6663 51160
2581 55759
51292 8851
9771 2548
25805 9276
2146 79035
5966 5111
4087 63874
84435 7103
2277 9690
9131 10681
9841 24147
5595 2697
2303 4885
54555 201254
657 983
23081 9133
9868 9847
3242 154
613 23597
51720 1808
2324 6304
10892 22976
8324 5018
10153 10007
3590 10273
55361 51170
6118 11065
135892 9709
85004 51116
10013 3487
9935 154
2852 9913
27 23077
4722 10153
10574 92342
1994 1831
2937 6390
6622 7106
4893 29110
3046 23588
10928 4678
183 80746
64407 6307
1786 1958
83448 6790
2565 4331
8737 1829
2852 4678
124641 10057
1385 5782
2762 10495
1123 29916
5430 79763
3170 10202
291 55355
8764 56061
8833 1917
5920 22934
374291 7846
7016 4793
641 11267
10533 1635
4299 3434
26136 22908
2030 1066
3383 6915
23463 4925
7071 79850
7321 10961
7353 9315
1454 1465
5690 10051
94234 6304
2101 6697
26301 22796
7486 6143
28960 9605
4217 9670
7083 991
5979 55181
5167 10695
5992 5096
213 10039
11284 9697
81621 2697
375318 10953
222545 80271
8802 28978
1869 387263
7384 49855
7840 226
6259 9801
1936 3303
3567 26020
58533 1635
84539 10417
11245 5971
57521 4609
7982 51382
196 2769
545 9055
2954 57817
7165 51031
2767 63897
56997 23406
813 10447
54472 6130
11182 23
9053 10046
5058 10057
8607 29928
4048 10318
29911 7298
63933 9270
54541 12
3125 26511
149233 10024
22823 10460
4087 1465
3660 2745
8550 124583
11014 23512
7026 3930
7280 10276
5747 9518
6397 642
4791 3028
202374 2274
57616 1616
3172 1063
6428 9617
9771 50810
11214 220
29933 664
109 3329
7056 5720
3706 4118
27347 6182
7405 7443
3551 10570
51444 26520
11019 4208
55818 5223
4893 3437
1036 10013
578 102
5832 55247
9787 29083
85442 8985
84547 6183
8613 528
4907 79144
22818 891
55818 23392
4486 6790
53615 4690
2313 51024
1072 1738
3227 79745
10906 8345
112858 6696
8892 4548
5134 29082
1374 5331
51015 9054
5287 79611
7693 10146
3784 6275
6434 1396
10652 57761
25 7076
10813 51282
7752 5800
1385 6184
10038 25906
3212 9212
57449 7106
57541 55008
146434 6908
3265 4208
6097 5289
4223 4303
55311 9276
5378 51053
23522 5223
1503 3887
9020 9404
23252 6832
2099 3028
5663 642
4664 55823
1875 2001
11019 3315
5378 51021
6427 847
883 56997
51495 6192
9869 55008
5979 3240
221895 3945
5997 29082
1026 11130
1859 3956
23014 1301
142 1738
204 10190
4174 891
7803 22974
6672 10320
4726 5971
2931 23585
10127 10294
7360 81855
8726 11011
2287 50813
51292 2548
128 11188
79711 4794
5728 813
8527 3430
3673 5265
25874 3956
6597 79971
5836 23325
1595 6856
8527 56997
9887 9764
6597 10827
256364 999
4077 23512
5530 642
283 8869
8050 9903
29078 3312
167359 64429
6778 10051
2034 5634
8751 23029
51284 6876
23451 5108
4312 670
5437 23597
439 7168
6009 25874
54941 1301
83550 1950
5937 51316
11015 2690
6196 79643
51569 3930
6714 58533
2353 29796
26137 29082
5612 831
178 6304
2033 991
4931 10379
2539 7277
8737 7852
84722 3945
8800 55129
83637 9217
400569 1301
5590 55288
